"ID","MJD","mag","magerr","RA","Dec"
1012109063417,53563.3234415855,16.252497,0.0718982091899915,310.54904,-12.51422
1012109063417,53563.3300266434,16.238882,0.0715738090478102,310.54902,-12.51418
1012109063417,53563.3366052085,16.254818,0.0717448622469488,310.549,-12.51427
1012109063417,53563.3431505556,16.247842,0.0716971805509987,310.54904,-12.51428
1012109063417,53525.4026144212,16.201552,0.0700151312411137,310.54903,-12.51429
1012109063417,53525.4114675233,16.224599,0.0702327296403628,310.54906,-12.51431
1012109063417,53525.4203172685,16.239783,0.0704226590622958,310.54901,-12.51428
1012109063417,53525.4291834491,16.238704,0.0704278426760174,310.54903,-12.51433
1012109063417,53532.3567161341,16.213849,0.0704028600814673,310.54898,-12.5143
1012109063417,53532.3652140047,16.227539,0.0705019116856502,310.54905,-12.51428
1012109063417,53532.3728068634,16.211646,0.0702015982307276,310.54903,-12.5143
1012109063417,53532.3803791087,16.180144,0.0696547058819858,310.54905,-12.51432
1012109063417,53550.3801078009,16.164201,0.069343836861622,310.54905,-12.51435
1012109063417,53550.3865746642,16.244808,0.0704172192930732,310.54899,-12.51437
1012109063417,53550.3930325117,16.202804,0.0697438495658021,310.54901,-12.51432
1012109063417,53550.3995183678,16.245595,0.0703684145198874,310.54899,-12.51425
1012109063417,53695.0614815857,16.241797,0.0701182437041164,310.54904,-12.51429
1012109063417,53695.0667593982,16.236813,0.0700530498986751,310.54902,-12.51436
1012109063417,53695.0720392941,16.225902,0.0699346452522324,310.54904,-12.51433
1012109063417,53695.0773230093,16.221144,0.0699260748049984,310.549,-12.51428
1012109063417,53704.0613937154,16.224183,0.070378076556005,310.54899,-12.51428
1012109063417,53704.0656742477,16.189317,0.0699389336760142,310.54905,-12.51431
1012109063417,53704.0699625346,16.225527,0.0704225300162467,310.54898,-12.51425
1012109063417,53704.0744670485,16.249266,0.0708450516200665,310.54904,-12.51436
1012109063417,53651.1217678473,16.193289,0.0713941543384693,310.54898,-12.51427
1012109063417,53651.1294036456,16.22193,0.0718110304203724,310.54895,-12.51424
1012109063417,53651.1372242938,16.256382,0.0723820754336855,310.54904,-12.5143
1012109063417,53651.1448516436,16.293135,0.0729867749889939,310.54897,-12.51422
1012109063417,53674.0921557406,16.201578,0.0698584239639051,310.54901,-12.51426
1012109063417,53674.0964185763,16.246026,0.0703807845849298,310.54901,-12.51428
1012109063417,53674.10071103,16.197117,0.0693755478614409,310.54903,-12.51427
1012109063417,53674.1049986226,16.223338,0.0701098642406719,310.54902,-12.51426
1012109063417,53618.1616032408,16.224668,0.0725547737447094,310.54909,-12.51431
