"ID","MJD","mag","magerr","RA","Dec"
1126008043883,53707.2396584721,14.133562,0.0859429072874857,24.79867,27.25463
1126008043883,53707.245510845,13.997389,0.0681467124734953,24.7986,27.25455
1126008043883,53707.2513838196,13.752536,0.0597685454201023,24.79859,27.25455
1126008043883,53707.2572636227,13.653452,0.0583836767219324,24.79857,27.25458
1126008043883,53708.2994401041,13.473747,0.0526607143993112,24.79862,27.25453
1126008043883,53708.3071036805,13.48187,0.0526853711258096,24.79863,27.25452
1126008043883,53708.3147817245,13.473352,0.0526746008061039,24.79862,27.25453
1126008043883,53708.3224373148,13.476607,0.052696746999584,24.79862,27.25453
1126008043883,53729.1921160766,13.44185,0.0525481120336124,24.79863,27.25453
1126008043883,53729.2000199421,13.436621,0.0525432476913001,24.79863,27.25452
1126008043883,53729.2076913887,13.434445,0.0525392364696477,24.79861,27.25454
1126008043883,53729.2153754514,13.439303,0.0525568754535847,24.79863,27.25453
1126008043883,53735.1773478473,13.458495,0.0526915028354859,24.79862,27.25452
1126008043883,53735.183788565,13.431968,0.0525617018569329,24.79862,27.25452
1126008043883,53735.1902302085,13.457103,0.0529416862708425,24.79863,27.25454
1126008043883,53735.1966651273,13.402507,0.0544831367423599,24.79861,27.25453
1126008043883,53679.2743781712,13.505106,0.0512662934627726,24.7986,27.25454
1126008043883,53679.2798013543,13.481467,0.0512279608379684,24.7986,27.25455
1126008043883,53679.2852173727,13.51087,0.051276934428188,24.7986,27.25455
1126008043883,53679.2905996992,13.507189,0.0512724123965533,24.79861,27.25455
1126008043883,53696.2246969561,13.436919,0.0525880916821563,24.79861,27.25453
1126008043883,53696.231641632,13.438787,0.0525848200110912,24.79862,27.25453
1126008043883,53696.2385973032,13.470899,0.0530629125479207,24.7986,27.25456
1126008043883,53696.2455741549,13.424484,0.0526924665560551,24.79862,27.25454
1126008043883,53702.2118002316,13.42339,0.0525541696175769,24.79861,27.25454
1126008043883,53702.2177812038,13.428051,0.052538333816794,24.79863,27.25454
1126008043883,53702.2237539468,13.433326,0.0525505916284501,24.79862,27.25453
1126008043883,53702.229687118,13.425895,0.0525422603061648,24.79861,27.25455
1126008043883,53653.3256846646,13.482565,0.0519495943919012,24.7986,27.25454
1126008043883,53653.3335763773,13.476425,0.0519414525001473,24.7986,27.25454
1126008043883,53653.3414705207,13.469347,0.0519257240884832,24.79863,27.25455
1126008043883,53653.3493287733,13.481034,0.0519565361581523,24.79859,27.25454
1126008043883,53672.2723294906,13.442248,0.0526107492110198,24.79861,27.25454
1126008043883,53672.2782428586,13.435009,0.0525916257246141,24.79861,27.25453
1126008043883,53672.2841575001,13.435026,0.0525949465453028,24.79862,27.25453
1126008043883,53672.2901139353,13.432065,0.0525904354438212,24.7986,27.25453
1126008043883,53639.3459773725,13.8107,0.0538717740563033,24.79866,27.25455
1126008043883,53639.3554373379,13.83758,0.0539473187847256,24.79867,27.25455
1126008043883,53639.3648805092,13.851962,0.0539789340953789,24.79864,27.25456
1126008043883,53639.3743931367,13.853504,0.0539627398439197,24.79865,27.25455
1126008043883,53642.3021240858,13.417997,0.0528351447133603,24.79864,27.25453
1126008043883,53642.3098991206,13.420429,0.0528322167786697,24.79862,27.25454
1126008043883,53642.3176813424,13.41847,0.0528240591303665,24.79864,27.25452
1126008043883,53642.3254985069,13.419044,0.0528250096815127,24.79862,27.25456
1126008043883,54084.1816044562,13.507615,0.0526352789664521,24.79861,27.25452
1126008043883,54084.1891808682,13.525515,0.0526021586354067,24.79862,27.25452
1126008043883,54084.1967502316,13.513314,0.0525721072864711,24.79861,27.25452
1126008043883,54084.2043141434,13.518158,0.0526172766637135,24.79863,27.25453
1126008043883,53761.0812886921,13.4536,0.0527041888372567,24.79862,27.25455
1126008043883,53761.087703831,13.464027,0.0531120826448435,24.79858,27.25457
1126008043883,53761.0941270604,13.454181,0.0528533307331804,24.79861,27.25454
1126008043883,53761.1005162732,13.457678,0.05265831153848,24.79862,27.25455
1126008043883,54054.1871692012,13.426288,0.0522694837639983,24.79858,27.25452
1126008043883,54054.1936971876,13.40257,0.0522199083768981,24.7986,27.25452
1126008043883,54054.2002332755,13.394211,0.0521990560889138,24.79859,27.25452
1126008043883,54054.206766007,13.393417,0.0521990946648292,24.79862,27.25453
1126008043883,54061.2099878704,13.466945,0.0523853509517906,24.79861,27.25452
1126008043883,54061.2186565856,13.453005,0.0523484385525198,24.7986,27.25453
1126008043883,54061.2272818983,13.438456,0.0523140239278951,24.7986,27.25453
1126008043883,54061.2359231827,13.432783,0.0523041726202668,24.79861,27.25452
1126008043883,54027.2614163887,13.818841,0.0531919668890074,24.79863,27.25451
1126008043883,54027.2699899655,13.783716,0.0530936800353109,24.79863,27.25451
1126008043883,54027.2785988427,13.712879,0.0529061400430997,24.79862,27.25453
1126008043883,54027.2872095718,13.639496,0.052726975363556,24.79863,27.25451
1126008043883,54035.2559358566,13.405209,0.0522196994019671,24.79863,27.25452
1126008043883,54035.2634752314,13.405115,0.0522186550188037,24.79862,27.25453
1126008043883,54035.2709920486,13.399137,0.0522017977756516,24.79862,27.25453
1126008043883,54035.2785161459,13.401624,0.0522119773186553,24.79862,27.25453
1126008043883,53995.3670010995,13.435631,0.0522535311800751,24.79861,27.25453
1126008043883,53995.3766812151,13.434851,0.0522571658738793,24.7986,27.25452
1126008043883,53995.3863881826,13.4292,0.0522401238329221,24.79861,27.25452
1126008043883,53995.396132072,13.436029,0.0522585902344117,24.79862,27.25453
1126008043883,54006.3438205556,13.388495,0.052246824106622,24.7986,27.25452
1126008043883,54006.3511278704,13.394964,0.0522475439805323,24.79861,27.25453
1126008043883,54006.3584467475,13.393997,0.0522565347992107,24.79861,27.25454
1126008043883,54006.3657019674,13.389749,0.0522485177569354,24.7986,27.25453
1126008043883,54450.1937092361,13.391152,0.0522601776153865,24.79863,27.25452
1126008043883,54450.2002772684,13.389268,0.0522576763206239,24.79862,27.25452
1126008043883,54450.206852824,13.386646,0.0522607430665569,24.79862,27.25451
1126008043883,54450.2134342939,13.398325,0.0522824073681796,24.79863,27.25452
1126008043883,54465.1618101159,13.399563,0.0522498261287102,24.79861,27.25452
1126008043883,54465.1682716552,13.399466,0.0522481575108256,24.79862,27.25453
1126008043883,54465.1747323959,13.39403,0.0522406543798217,24.7986,27.25453
1126008043883,54465.1812895485,13.397961,0.0522638168000832,24.79862,27.25453
1126008043883,54117.1659731595,13.428262,0.0523979990462769,24.79864,27.25453
1126008043883,54117.1724480209,13.435301,0.0524131660962395,24.79862,27.25453
1126008043883,54117.1789374654,13.440684,0.0524282850567005,24.79862,27.25453
1126008043883,54117.185615567,13.430904,0.0524285282771444,24.79863,27.25451
1126008043883,54274.4412767477,13.504829,0.0532069408981394,24.79862,27.25456
1126008043883,54274.4450669792,13.447156,0.0529675603112842,24.79863,27.25457
1126008043883,54274.4488819907,13.608295,0.0539243047554638,24.79867,27.25453
1126008043883,54405.2379437848,13.399771,0.0523367573980026,24.79856,27.25452
1126008043883,54405.2449619561,13.391005,0.0523163225091601,24.79855,27.25452
1126008043883,54405.2520257291,13.41234,0.0523592057892087,24.79856,27.25451
1126008043883,54405.2590389238,13.388369,0.0523104435852617,24.79857,27.25452
1126008043883,54417.2529971874,13.384775,0.0522455852274328,24.79861,27.25452
1126008043883,54417.2602536804,13.394651,0.0522688062656114,24.79863,27.25452
1126008043883,54417.2675898033,13.399201,0.0522809577206714,24.79862,27.2545
1126008043883,54417.2748657521,13.390486,0.0522592895279475,24.79865,27.25453
1126008043883,54423.1419560993,13.38301,0.0523391656106739,24.79861,27.25452
1126008043883,54423.1490014698,13.385761,0.0526054687347459,24.79861,27.25451
1126008043883,54423.156076354,13.389821,0.0524948865333436,24.79863,27.25452
1126008043883,54423.1631022915,13.389926,0.0523236080467178,24.79862,27.25451
1126008043883,54381.3904506252,13.415635,0.0522825852617358,24.79858,27.25453
1126008043883,54381.3985404978,13.42399,0.0523086708667584,24.79858,27.25451
1126008043883,54381.4066010765,13.419037,0.0522997307032885,24.79858,27.25452
1126008043883,54381.4147014814,13.419614,0.0523057585478994,24.79859,27.25451
1126008043883,54387.446565243,13.412472,0.0523498032487387,24.79863,27.2545
1126008043883,54387.4516620254,13.409719,0.0523516153428236,24.79862,27.25451
1126008043883,54387.4568622802,13.4068,0.0523618708269626,24.79863,27.2545
1126008043883,54387.4620325579,13.413486,0.0523660524696726,24.79861,27.25454
1126008043883,54394.2377298842,13.403823,0.0523235798428012,24.79854,27.25451
1126008043883,54394.2485388657,13.404755,0.0523169398576201,24.79852,27.2545
1126008043883,54394.2592984261,13.403668,0.052313729875461,24.79852,27.2545
1126008043883,54394.2700606599,13.390012,0.0522815182498285,24.79855,27.2545
1126008043883,54348.4502572687,13.422488,0.0525702114474893,24.79862,27.25452
1126008043883,54348.4581508334,13.428764,0.05254115851215,24.79861,27.25451
1126008043883,54348.4661523844,13.41418,0.0526048679116152,24.79859,27.25452
1126008043883,54348.4737821645,13.443368,0.0526361900334879,24.79862,27.25453
1126008043883,54356.3720866437,13.409962,0.052352939956905,24.79864,27.25452
1126008043883,54356.3813353586,13.401462,0.0523288215901657,24.7986,27.25452
1126008043883,54356.3905089698,13.404325,0.0523348935633044,24.79861,27.25452
1126008043883,54356.3996422915,13.401158,0.052327534029262,24.79865,27.2545
1126008043883,54363.2976991204,13.483448,0.0524939155041864,24.79861,27.25452
1126008043883,54363.3047429975,13.470958,0.052451918853047,24.79862,27.25451
1126008043883,54363.311796933,13.458733,0.0524306734626592,24.79861,27.2545
1126008043883,54363.3188596643,13.450089,0.0523988919703119,24.79862,27.25452
1126008043883,54802.1832671066,13.478073,0.0519676075141271,24.79863,27.25452
1126008043883,54802.1905325114,13.475319,0.0520100366140519,24.79863,27.25451
1126008043883,54802.1977949076,13.457206,0.0519896387800104,24.79864,27.25454
1126008043883,54802.2050310302,13.443613,0.0521075219190967,24.79865,27.25454
1126008043883,54504.1183930556,13.477338,0.0525479799061689,24.79858,27.25452
1126008043883,54504.1249754396,13.462954,0.0525252019235937,24.79857,27.25453
1126008043883,54504.1315720719,13.452726,0.0525042962254823,24.79858,27.25453
1126008043883,54504.1381752892,13.438243,0.0524768937649231,24.79858,27.25452
1126008043883,54514.1142469794,13.425403,0.0525188904973231,24.79862,27.25452
1126008043883,54514.1191261574,13.424419,0.0525225539601768,24.79862,27.25455
1126008043883,54514.1240291782,13.425342,0.0525260151474613,24.79861,27.25452
1126008043883,54514.1289213193,13.441321,0.0525811163224169,24.79861,27.25453
1126008043883,54650.4201687616,13.414877,0.0531589542889152,24.7986,27.25454
1126008043883,54650.4250801159,13.403269,0.0529907513201721,24.79862,27.2546
1126008043883,54650.4299912383,13.416232,0.0529588613457698,24.79864,27.25455
1126008043883,54650.4349153126,13.406129,0.0529139534688256,24.7986,27.2546
